"gene","raw_cutree_cluster","trend_cluster"
"Zm00001eb227160",2,"C2"
"Zm00001eb219720",3,"C4"
"Zm00001eb251060",2,"C2"
"Zm00001eb237120",2,"C2"
"Zm00001eb226290",3,"C4"
"Zm00001eb220060",7,"C6"
"Zm00001eb238780",7,"C6"
"Zm00001eb224690",2,"C2"
"Zm00001eb220380",3,"C4"
"Zm00001eb210840",2,"C2"
"Zm00001eb222320",6,"C1"
"Zm00001eb224200",5,"C5"
"Zm00001eb215370",7,"C6"
"Zm00001eb254570",7,"C6"
"Zm00001eb210900",2,"C2"
"Zm00001eb231070",3,"C4"
"Zm00001eb232200",2,"C2"
"Zm00001eb244120",7,"C6"
"Zm00001eb211130",6,"C1"
"Zm00001eb231820",2,"C2"
"Zm00001eb250620",6,"C1"
"Zm00001eb212400",6,"C1"
"Zm00001eb252690",7,"C6"
"Zm00001eb235490",5,"C5"
"Zm00001eb238590",5,"C5"
"Zm00001eb243600",6,"C1"
"Zm00001eb246340",1,"C7"
"Zm00001eb239130",3,"C4"
"Zm00001eb230940",3,"C4"
"Zm00001eb212170",5,"C5"
"Zm00001eb252330",6,"C1"
"Zm00001eb238050",2,"C2"
"Zm00001eb228060",6,"C1"
"Zm00001eb237170",2,"C2"
"Zm00001eb213380",2,"C2"
"Zm00001eb241630",1,"C7"
"Zm00001eb253380",7,"C6"
"Zm00001eb224450",3,"C4"
"Zm00001eb256600",4,"C3"
"Zm00001eb228920",7,"C6"
"Zm00001eb237040",3,"C4"
"Zm00001eb230090",6,"C1"
"Zm00001eb224570",7,"C6"
"Zm00001eb253150",3,"C4"
"Zm00001eb248160",2,"C2"
"Zm00001eb255580",3,"C4"
"Zm00001eb247910",3,"C4"
"Zm00001eb224700",7,"C6"
"Zm00001eb210860",7,"C6"
"Zm00001eb212620",2,"C2"
"Zm00001eb214720",7,"C6"
"Zm00001eb234250",2,"C2"
"Zm00001eb215980",7,"C6"
"Zm00001eb237570",3,"C4"
"Zm00001eb247450",4,"C3"
"Zm00001eb221790",3,"C4"
"Zm00001eb217370",3,"C4"
"Zm00001eb245770",7,"C6"
"Zm00001eb214530",6,"C1"
"Zm00001eb220340",5,"C5"
"Zm00001eb218740",3,"C4"
"Zm00001eb213200",5,"C5"
"Zm00001eb211450",2,"C2"
"Zm00001eb248520",1,"C7"
"Zm00001eb232740",5,"C5"
"Zm00001eb257650",2,"C2"
"Zm00001eb256490",1,"C7"
"Zm00001eb211370",2,"C2"
"Zm00001eb213170",2,"C2"
"Zm00001eb257580",2,"C2"
"Zm00001eb227080",6,"C1"
"Zm00001eb219080",3,"C4"
"Zm00001eb256420",2,"C2"
"Zm00001eb210770",6,"C1"
"Zm00001eb212690",2,"C2"
"Zm00001eb215070",7,"C6"
"Zm00001eb234150",3,"C4"
"Zm00001eb226380",3,"C4"
"Zm00001eb221680",6,"C1"
"Zm00001eb236700",2,"C2"
"Zm00001eb249550",2,"C2"
"Zm00001eb230490",2,"C2"
"Zm00001eb228530",2,"C2"
"Zm00001eb242360",5,"C5"
"Zm00001eb220980",3,"C4"
"Zm00001eb239190",2,"C2"
"Zm00001eb246720",4,"C3"
"Zm00001eb248280",2,"C2"
"Zm00001eb216660",2,"C2"
"Zm00001eb228680",6,"C1"
"Zm00001eb215580",2,"C2"
"Zm00001eb211100",2,"C2"
"Zm00001eb252570",2,"C2"
"Zm00001eb254290",2,"C2"
"Zm00001eb237750",7,"C6"
"Zm00001eb242750",1,"C7"
"Zm00001eb245930",2,"C2"
"Zm00001eb235880",2,"C2"
"Zm00001eb212440",3,"C4"
"Zm00001eb216440",1,"C7"
"Zm00001eb218810",6,"C1"
"Zm00001eb235350",6,"C1"
"Zm00001eb233230",4,"C3"
"Zm00001eb231640",2,"C2"
"Zm00001eb213730",5,"C5"
"Zm00001eb227830",7,"C6"
"Zm00001eb244400",2,"C2"
"Zm00001eb235320",2,"C2"
"Zm00001eb216380",3,"C4"
"Zm00001eb256910",7,"C6"
"Zm00001eb252320",5,"C5"
"Zm00001eb241690",7,"C6"
"Zm00001eb257450",2,"C2"
"Zm00001eb245170",3,"C4"
"Zm00001eb239020",3,"C4"
"Zm00001eb235800",5,"C5"
"Zm00001eb252420",2,"C2"
"Zm00001eb257840",2,"C2"
"Zm00001eb243470",7,"C6"
"Zm00001eb234190",6,"C1"
"Zm00001eb219260",6,"C1"
"Zm00001eb258850",6,"C1"
"Zm00001eb217010",3,"C4"
"Zm00001eb238020",6,"C1"
"Zm00001eb232640",2,"C2"
"Zm00001eb257040",2,"C2"
"Zm00001eb216930",3,"C4"
"Zm00001eb230400",2,"C2"
"Zm00001eb217110",2,"C2"
"Zm00001eb237920",6,"C1"
"Zm00001eb247860",5,"C5"
"Zm00001eb219520",2,"C2"
"Zm00001eb249340",3,"C4"
"Zm00001eb255040",3,"C4"
"Zm00001eb216120",2,"C2"
"Zm00001eb213970",2,"C2"
"Zm00001eb248330",3,"C4"
"Zm00001eb219880",2,"C2"
"Zm00001eb254530",6,"C1"
"Zm00001eb255100",6,"C1"
"Zm00001eb249430",2,"C2"
"Zm00001eb250770",3,"C4"
"Zm00001eb251390",2,"C2"
"Zm00001eb236930",6,"C1"
"Zm00001eb229010",2,"C2"
"Zm00001eb246440",3,"C4"
"Zm00001eb245310",5,"C5"
"Zm00001eb221070",2,"C2"
"Zm00001eb258930",2,"C2"
"Zm00001eb227670",2,"C2"
"Zm00001eb258010",5,"C5"
"Zm00001eb252180",2,"C2"
"Zm00001eb254680",2,"C2"
"Zm00001eb213600",2,"C2"
"Zm00001eb224470",6,"C1"
"Zm00001eb213120",2,"C2"
"Zm00001eb229200",6,"C1"
"Zm00001eb221580",3,"C4"
"Zm00001eb241990",2,"C2"
"Zm00001eb253900",2,"C2"
"Zm00001eb258290",7,"C6"
"Zm00001eb229540",6,"C1"
"Zm00001eb248640",2,"C2"
"Zm00001eb257310",3,"C4"
"Zm00001eb251280",7,"C6"
"Zm00001eb221260",2,"C2"
"Zm00001eb234510",2,"C2"
"Zm00001eb224110",2,"C2"
"Zm00001eb253140",2,"C2"
"Zm00001eb222270",2,"C2"
"Zm00001eb213080",2,"C2"
"Zm00001eb211780",6,"C1"
"Zm00001eb212480",2,"C2"
"Zm00001eb231060",6,"C1"
"Zm00001eb252660",2,"C2"
"Zm00001eb246070",3,"C4"
"Zm00001eb215470",2,"C2"
"Zm00001eb220030",7,"C6"
"Zm00001eb248840",7,"C6"
"Zm00001eb212670",5,"C5"
"Zm00001eb245950",2,"C2"
"Zm00001eb255320",5,"C5"
"Zm00001eb218860",7,"C6"
"Zm00001eb240090",2,"C2"
"Zm00001eb240790",4,"C3"
"Zm00001eb223490",6,"C1"
"Zm00001eb259460",3,"C4"
"Zm00001eb215990",3,"C4"
"Zm00001eb233940",6,"C1"
"Zm00001eb221480",6,"C1"
"Zm00001eb225160",2,"C2"
"Zm00001eb249600",7,"C6"
"Zm00001eb254480",3,"C4"
"Zm00001eb257960",3,"C4"
"Zm00001eb249730",2,"C2"
"Zm00001eb213330",5,"C5"
"Zm00001eb258510",2,"C2"
"Zm00001eb243900",2,"C2"
"Zm00001eb228540",6,"C1"
"Zm00001eb221890",6,"C1"
"Zm00001eb253990",5,"C5"
"Zm00001eb224900",7,"C6"
"Zm00001eb252890",5,"C5"
"Zm00001eb227740",1,"C7"
"Zm00001eb251680",7,"C6"
"Zm00001eb215060",2,"C2"
"Zm00001eb254590",3,"C4"
"Zm00001eb256700",3,"C4"
"Zm00001eb257500",2,"C2"
"Zm00001eb227710",2,"C2"
"Zm00001eb255460",3,"C4"
"Zm00001eb230740",6,"C1"
"Zm00001eb234730",5,"C5"
"Zm00001eb232150",2,"C2"
"Zm00001eb238330",1,"C7"
"Zm00001eb215540",2,"C2"
"Zm00001eb229170",3,"C4"
"Zm00001eb219190",5,"C5"
"Zm00001eb256370",2,"C2"
"Zm00001eb222980",2,"C2"
"Zm00001eb212580",2,"C2"
"Zm00001eb218690",6,"C1"
"Zm00001eb213650",2,"C2"
"Zm00001eb253720",2,"C2"
"Zm00001eb246770",2,"C2"
"Zm00001eb253070",6,"C1"
"Zm00001eb217220",2,"C2"
"Zm00001eb229270",2,"C2"
"Zm00001eb246280",6,"C1"
"Zm00001eb248920",3,"C4"
"Zm00001eb216920",2,"C2"
"Zm00001eb232530",2,"C2"
"Zm00001eb210420",6,"C1"
"Zm00001eb218410",2,"C2"
"Zm00001eb213450",2,"C2"
"Zm00001eb258970",2,"C2"
"Zm00001eb237910",7,"C6"
"Zm00001eb223840",6,"C1"
"Zm00001eb231100",6,"C1"
"Zm00001eb244560",1,"C7"
"Zm00001eb210570",5,"C5"
"Zm00001eb214920",6,"C1"
"Zm00001eb241520",2,"C2"
"Zm00001eb211460",2,"C2"
"Zm00001eb233270",2,"C2"
"Zm00001eb231340",6,"C1"
"Zm00001eb237680",2,"C2"
"Zm00001eb251820",6,"C1"
"Zm00001eb252250",5,"C5"
"Zm00001eb242890",2,"C2"
"Zm00001eb235620",2,"C2"
"Zm00001eb257900",2,"C2"
"Zm00001eb232970",2,"C2"
"Zm00001eb233100",6,"C1"
"Zm00001eb236140",2,"C2"
"Zm00001eb245760",2,"C2"
"Zm00001eb321680",2,"C2"
"Zm00001eb314140",6,"C1"
"Zm00001eb306400",7,"C6"
"Zm00001eb317720",2,"C2"
"Zm00001eb298570",7,"C6"
"Zm00001eb323840",2,"C2"
"Zm00001eb331240",6,"C1"
"Zm00001eb331160",2,"C2"
"Zm00001eb319330",6,"C1"
"Zm00001eb330180",3,"C4"
"Zm00001eb298670",7,"C6"
"Zm00001eb309260",1,"C7"
"Zm00001eb325040",3,"C4"
"Zm00001eb305670",3,"C4"
"Zm00001eb320270",3,"C4"
"Zm00001eb331770",1,"C7"
"Zm00001eb311790",3,"C4"
"Zm00001eb317540",1,"C7"
"Zm00001eb321420",6,"C1"
"Zm00001eb314660",1,"C7"
"Zm00001eb306060",2,"C2"
"Zm00001eb326830",2,"C2"
"Zm00001eb306100",3,"C4"
"Zm00001eb321070",1,"C7"
"Zm00001eb307520",2,"C2"
"Zm00001eb317810",2,"C2"
"Zm00001eb325580",2,"C2"
"Zm00001eb327880",2,"C2"
"Zm00001eb316120",3,"C4"
"Zm00001eb318220",3,"C4"
"Zm00001eb298480",7,"C6"
"Zm00001eb307400",7,"C6"
"Zm00001eb312170",7,"C6"
"Zm00001eb330480",2,"C2"
"Zm00001eb314440",6,"C1"
"Zm00001eb307310",3,"C4"
"Zm00001eb318820",7,"C6"
"Zm00001eb301490",1,"C7"
"Zm00001eb315320",2,"C2"
"Zm00001eb304600",2,"C2"
"Zm00001eb302260",3,"C4"
"Zm00001eb300730",5,"C5"
"Zm00001eb323120",2,"C2"
"Zm00001eb311020",2,"C2"
"Zm00001eb317070",5,"C5"
"Zm00001eb328680",6,"C1"
"Zm00001eb325820",7,"C6"
"Zm00001eb314540",2,"C2"
"Zm00001eb327620",3,"C4"
"Zm00001eb321750",2,"C2"
"Zm00001eb309760",2,"C2"
"Zm00001eb322630",2,"C2"
"Zm00001eb320900",7,"C6"
"Zm00001eb313310",3,"C4"
"Zm00001eb325970",3,"C4"
"Zm00001eb318630",6,"C1"
"Zm00001eb317210",3,"C4"
"Zm00001eb299040",6,"C1"
"Zm00001eb324000",6,"C1"
"Zm00001eb329520",1,"C7"
"Zm00001eb311850",3,"C4"
"Zm00001eb330380",7,"C6"
"Zm00001eb310490",2,"C2"
"Zm00001eb303850",2,"C2"
"Zm00001eb314470",5,"C5"
"Zm00001eb317110",6,"C1"
"Zm00001eb298620",3,"C4"
"Zm00001eb310450",2,"C2"
"Zm00001eb305620",5,"C5"
"Zm00001eb320360",2,"C2"
"Zm00001eb323470",6,"C1"
"Zm00001eb299760",7,"C6"
"Zm00001eb320860",2,"C2"
"Zm00001eb301320",2,"C2"
"Zm00001eb325710",6,"C1"
"Zm00001eb314240",6,"C1"
"Zm00001eb310560",3,"C4"
"Zm00001eb326080",2,"C2"
"Zm00001eb312720",2,"C2"
"Zm00001eb316410",6,"C1"
"Zm00001eb312070",1,"C7"
"Zm00001eb316700",1,"C7"
"Zm00001eb313160",2,"C2"
"Zm00001eb313460",7,"C6"
"Zm00001eb320530",2,"C2"
"Zm00001eb308560",2,"C2"
"Zm00001eb316920",7,"C6"
"Zm00001eb319970",7,"C6"
"Zm00001eb328900",2,"C2"
"Zm00001eb323310",7,"C6"
"Zm00001eb321620",2,"C2"
"Zm00001eb300160",2,"C2"
"Zm00001eb324500",1,"C7"
"Zm00001eb309310",3,"C4"
"Zm00001eb326230",6,"C1"
"Zm00001eb321050",3,"C4"
"Zm00001eb327340",3,"C4"
"Zm00001eb320190",1,"C7"
"Zm00001eb329780",6,"C1"
"Zm00001eb320130",2,"C2"
"Zm00001eb314040",6,"C1"
"Zm00001eb318320",2,"C2"
"Zm00001eb300880",3,"C4"
"Zm00001eb327750",2,"C2"
"Zm00001eb304930",6,"C1"
"Zm00001eb316070",2,"C2"
"Zm00001eb312630",3,"C4"
"Zm00001eb325840",7,"C6"
"Zm00001eb322690",1,"C7"
"Zm00001eb309610",3,"C4"
"Zm00001eb302880",2,"C2"
"Zm00001eb327120",2,"C2"
"Zm00001eb330080",2,"C2"
"Zm00001eb303410",2,"C2"
"Zm00001eb302140",7,"C6"
"Zm00001eb305860",2,"C2"
"Zm00001eb297990",5,"C5"
"Zm00001eb303690",2,"C2"
"Zm00001eb326620",2,"C2"
"Zm00001eb303740",3,"C4"
"Zm00001eb320090",6,"C1"
"Zm00001eb327970",6,"C1"
"Zm00001eb301580",6,"C1"
"Zm00001eb310710",2,"C2"
"Zm00001eb324930",2,"C2"
"Zm00001eb308280",2,"C2"
"Zm00001eb300770",2,"C2"
"Zm00001eb305370",3,"C4"
"Zm00001eb300710",2,"C2"
"Zm00001eb322180",3,"C4"
"Zm00001eb297970",2,"C2"
"Zm00001eb305940",6,"C1"
"Zm00001eb316440",3,"C4"
"Zm00001eb330510",2,"C2"
"Zm00001eb331370",3,"C4"
"Zm00001eb323600",2,"C2"
"Zm00001eb330280",2,"C2"
"Zm00001eb330450",2,"C2"
"Zm00001eb301630",2,"C2"
"Zm00001eb303040",6,"C1"
"Zm00001eb301160",2,"C2"
"Zm00001eb307170",2,"C2"
"Zm00001eb322440",5,"C5"
"Zm00001eb323280",3,"C4"
"Zm00001eb301000",2,"C2"
"Zm00001eb323810",2,"C2"
"Zm00001eb330230",6,"C1"
"Zm00001eb312700",7,"C6"
"Zm00001eb314600",5,"C5"
"Zm00001eb311900",5,"C5"
"Zm00001eb328110",2,"C2"
"Zm00001eb321790",1,"C7"
"Zm00001eb319730",2,"C2"
"Zm00001eb329490",7,"C6"
"Zm00001eb316510",3,"C4"
"Zm00001eb306480",6,"C1"
"Zm00001eb314570",1,"C7"
"Zm00001eb331610",6,"C1"
"Zm00001eb322130",6,"C1"
"Zm00001eb309360",2,"C2"
"Zm00001eb322950",3,"C4"
"Zm00001eb300920",3,"C4"
"Zm00001eb309160",2,"C2"
"Zm00001eb325090",1,"C7"
"Zm00001eb306410",3,"C4"
"Zm00001eb304740",3,"C4"
"Zm00001eb324260",6,"C1"
"Zm00001eb322300",6,"C1"
"Zm00001eb328280",6,"C1"
"Zm00001eb322060",2,"C2"
"Zm00001eb329840",2,"C2"
"Zm00001eb318300",3,"C4"
"Zm00001eb300010",2,"C2"
"Zm00001eb307100",3,"C4"
"Zm00001eb330100",2,"C2"
"Zm00001eb327460",6,"C1"
"Zm00001eb308350",2,"C2"
"Zm00001eb325340",7,"C6"
"Zm00001eb306020",6,"C1"
"Zm00001eb304070",2,"C2"
"Zm00001eb311820",2,"C2"
"Zm00001eb329920",6,"C1"
"Zm00001eb311560",7,"C6"
"Zm00001eb327810",2,"C2"
"Zm00001eb329540",2,"C2"
"Zm00001eb300120",7,"C6"
"Zm00001eb326880",3,"C4"
"Zm00001eb315870",5,"C5"
"Zm00001eb329390",3,"C4"
"Zm00001eb331750",3,"C4"
"Zm00001eb330650",6,"C1"
"Zm00001eb315450",2,"C2"
"Zm00001eb329740",2,"C2"
"Zm00001eb328000",6,"C1"
"Zm00001eb298130",6,"C1"
"Zm00001eb303720",2,"C2"
"Zm00001eb316030",6,"C1"
"Zm00001eb328430",7,"C6"
"Zm00001eb313890",6,"C1"
"Zm00001eb318540",6,"C1"
"Zm00001eb323030",6,"C1"
"Zm00001eb319050",7,"C6"
"Zm00001eb302370",3,"C4"
"Zm00001eb307770",6,"C1"
"Zm00001eb314010",3,"C4"
"Zm00001eb319790",6,"C1"
"Zm00001eb311400",3,"C4"
"Zm00001eb331000",5,"C5"
"Zm00001eb320430",3,"C4"
"Zm00001eb307070",5,"C5"
"Zm00001eb311660",3,"C4"
"Zm00001eb304750",3,"C4"
"Zm00001eb332090",2,"C2"
"Zm00001eb326510",2,"C2"
"Zm00001eb309490",2,"C2"
"Zm00001eb305010",2,"C2"
"Zm00001eb299750",4,"C3"
"Zm00001eb302250",2,"C2"
"Zm00001eb308620",2,"C2"
"Zm00001eb311180",2,"C2"
"Zm00001eb299920",7,"C6"
"Zm00001eb327170",2,"C2"
"Zm00001eb312180",3,"C4"
"Zm00001eb313690",6,"C1"
"Zm00001eb322020",2,"C2"
"Zm00001eb306870",2,"C2"
"Zm00001eb319950",1,"C7"
"Zm00001eb308420",3,"C4"
"Zm00001eb298270",7,"C6"
"Zm00001eb322380",2,"C2"
"Zm00001eb324690",6,"C1"
"Zm00001eb323550",2,"C2"
"Zm00001eb315040",2,"C2"
"Zm00001eb327240",2,"C2"
"Zm00001eb309200",3,"C4"
"Zm00001eb327480",2,"C2"
"Zm00001eb302190",2,"C2"
"Zm00001eb318990",7,"C6"
"Zm00001eb304550",2,"C2"
"Zm00001eb323590",7,"C6"
"Zm00001eb309520",6,"C1"
"Zm00001eb312980",2,"C2"
"Zm00001eb329250",6,"C1"
"Zm00001eb308000",2,"C2"
"Zm00001eb312740",2,"C2"
"Zm00001eb316450",7,"C6"
"Zm00001eb312560",2,"C2"
"Zm00001eb326410",2,"C2"
"Zm00001eb314270",6,"C1"
"Zm00001eb307130",6,"C1"
"Zm00001eb310960",6,"C1"
"Zm00001eb316800",2,"C2"
"Zm00001eb300940",2,"C2"
"Zm00001eb324510",2,"C2"
"Zm00001eb308690",5,"C5"
"Zm00001eb323830",2,"C2"
"Zm00001eb326670",2,"C2"
"Zm00001eb315910",2,"C2"
"Zm00001eb330750",2,"C2"
"Zm00001eb311680",5,"C5"
"Zm00001eb315610",2,"C2"
"Zm00001eb317040",1,"C7"
"Zm00001eb312330",7,"C6"
"Zm00001eb309300",3,"C4"
"Zm00001eb320020",2,"C2"
"Zm00001eb327450",7,"C6"
"Zm00001eb331890",2,"C2"
"Zm00001eb329080",2,"C2"
"Zm00001eb324620",2,"C2"
"Zm00001eb317740",2,"C2"
"Zm00001eb325550",3,"C4"
"Zm00001eb323480",6,"C1"
"Zm00001eb316960",5,"C5"
"Zm00001eb325500",2,"C2"
"Zm00001eb326540",7,"C6"
"Zm00001eb321200",2,"C2"
"Zm00001eb327390",3,"C4"
"Zm00001eb323150",5,"C5"
"Zm00001eb300060",7,"C6"
"Zm00001eb321580",2,"C2"
"Zm00001eb299740",6,"C1"
"Zm00001eb329290",2,"C2"
"Zm00001eb304060",2,"C2"
"Zm00001eb303810",6,"C1"
"Zm00001eb303370",6,"C1"
"Zm00001eb314350",5,"C5"
"Zm00001eb321380",7,"C6"
"Zm00001eb303500",7,"C6"
"Zm00001eb325110",5,"C5"
"Zm00001eb309730",3,"C4"
"Zm00001eb324250",5,"C5"
"Zm00001eb315410",7,"C6"
"Zm00001eb324530",2,"C2"
"Zm00001eb311010",2,"C2"
"Zm00001eb332060",3,"C4"
"Zm00001eb315760",2,"C2"
"Zm00001eb304500",6,"C1"
"Zm00001eb317280",2,"C2"
"Zm00001eb317590",3,"C4"
"Zm00001eb302270",2,"C2"
"Zm00001eb317160",2,"C2"
"Zm00001eb298260",6,"C1"
"Zm00001eb305710",5,"C5"
"Zm00001eb331030",2,"C2"
"Zm00001eb315240",3,"C4"
"Zm00001eb330680",6,"C1"
"Zm00001eb312870",3,"C4"
"Zm00001eb319280",3,"C4"
"Zm00001eb303580",2,"C2"
"Zm00001eb319590",7,"C6"
"Zm00001eb307760",2,"C2"
"Zm00001eb312260",2,"C2"
"Zm00001eb320450",6,"C1"
"Zm00001eb307530",6,"C1"
"Zm00001eb328050",3,"C4"
"Zm00001eb319110",2,"C2"
"Zm00001eb314170",2,"C2"
"Zm00001eb314430",2,"C2"
"Zm00001eb311430",1,"C7"
"Zm00001eb325830",7,"C6"
"Zm00001eb330810",6,"C1"
"Zm00001eb319140",1,"C7"
"Zm00001eb328590",5,"C5"
"Zm00001eb301750",2,"C2"
"Zm00001eb328240",6,"C1"
"Zm00001eb328090",3,"C4"
"Zm00001eb313010",2,"C2"
"Zm00001eb313430",2,"C2"
"Zm00001eb304890",7,"C6"
"Zm00001eb325100",2,"C2"
"Zm00001eb331630",2,"C2"
"Zm00001eb325920",7,"C6"
"Zm00001eb300780",2,"C2"
"Zm00001eb299190",2,"C2"
"Zm00001eb326040",3,"C4"
"Zm00001eb327960",6,"C1"
"Zm00001eb322510",2,"C2"
"Zm00001eb322600",1,"C7"
"Zm00001eb312400",3,"C4"
"Zm00001eb306290",6,"C1"
"Zm00001eb318810",3,"C4"
"Zm00001eb329660",2,"C2"
"Zm00001eb306880",2,"C2"
"Zm00001eb304630",3,"C4"
"Zm00001eb317060",6,"C1"
"Zm00001eb331960",6,"C1"
"Zm00001eb300750",3,"C4"
"Zm00001eb320120",3,"C4"
"Zm00001eb325410",1,"C7"
"Zm00001eb309380",2,"C2"
"Zm00001eb305180",6,"C1"
"Zm00001eb302830",2,"C2"
"Zm00001eb318160",6,"C1"
"Zm00001eb307680",6,"C1"
"Zm00001eb313370",2,"C2"
"Zm00001eb325080",2,"C2"
"Zm00001eb310330",7,"C6"
"Zm00001eb308780",2,"C2"
"Zm00001eb306510",2,"C2"
"Zm00001eb324440",6,"C1"
"Zm00001eb329210",2,"C2"
"Zm00001eb320950",2,"C2"
"Zm00001eb326640",2,"C2"
"Zm00001eb314790",2,"C2"
"Zm00001eb308070",7,"C6"
"Zm00001eb331450",7,"C6"
"Zm00001eb311440",6,"C1"
"Zm00001eb311390",6,"C1"
"Zm00001eb319410",2,"C2"
"Zm00001eb309530",2,"C2"
"Zm00001eb326460",3,"C4"
"Zm00001eb306670",6,"C1"
"Zm00001eb314250",2,"C2"
"Zm00001eb317930",6,"C1"
"Zm00001eb306370",2,"C2"
"Zm00001eb304250",1,"C7"
"Zm00001eb317090",7,"C6"
"Zm00001eb330030",5,"C5"
"Zm00001eb305290",6,"C1"
"Zm00001eb303090",2,"C2"
"Zm00001eb300970",2,"C2"
"Zm00001eb312360",2,"C2"
"Zm00001eb299290",2,"C2"
"Zm00001eb301040",3,"C4"
"Zm00001eb327250",3,"C4"
"Zm00001eb330800",6,"C1"
"Zm00001eb330350",2,"C2"
"Zm00001eb331930",5,"C5"
"Zm00001eb298040",6,"C1"
"Zm00001eb304770",2,"C2"
"Zm00001eb306570",2,"C2"
"Zm00001eb305170",2,"C2"
"Zm00001eb307360",5,"C5"
"Zm00001eb322150",2,"C2"
"Zm00001eb327990",2,"C2"
"Zm00001eb312010",4,"C3"
"Zm00001eb314120",5,"C5"
"Zm00001eb303080",2,"C2"
"Zm00001eb320510",7,"C6"
"Zm00001eb329400",6,"C1"
"Zm00001eb325270",3,"C4"
"Zm00001eb299990",1,"C7"
"Zm00001eb305490",3,"C4"
"Zm00001eb310980",2,"C2"
"Zm00001eb316050",2,"C2"
"Zm00001eb302680",2,"C2"
"Zm00001eb316810",3,"C4"
"Zm00001eb318390",2,"C2"
"Zm00001eb308540",3,"C4"
"Zm00001eb322740",7,"C6"
"Zm00001eb325020",3,"C4"
"Zm00001eb319550",2,"C2"
"Zm00001eb328410",7,"C6"
"Zm00001eb319030",2,"C2"
"Zm00001eb317580",2,"C2"
"Zm00001eb320420",6,"C1"
"Zm00001eb330830",6,"C1"
"Zm00001eb322290",7,"C6"
"Zm00001eb318720",2,"C2"
"Zm00001eb316620",7,"C6"
"Zm00001eb315920",2,"C2"
"Zm00001eb326860",6,"C1"
"Zm00001eb308220",2,"C2"
"Zm00001eb325380",3,"C4"
"Zm00001eb331790",3,"C4"
"Zm00001eb307290",2,"C2"
"Zm00001eb321360",6,"C1"
"Zm00001eb327820",2,"C2"
"Zm00001eb310820",6,"C1"
"Zm00001eb315030",6,"C1"
"Zm00001eb322350",2,"C2"
"Zm00001eb321890",2,"C2"
"Zm00001eb327320",2,"C2"
"Zm00001eb315840",2,"C2"
"Zm00001eb326520",6,"C1"
"Zm00001eb315330",2,"C2"
"Zm00001eb331880",6,"C1"
"Zm00001eb327060",3,"C4"
"Zm00001eb329790",6,"C1"
"Zm00001eb313850",7,"C6"
"Zm00001eb304560",7,"C6"
"Zm00001eb308990",2,"C2"
"Zm00001eb322040",3,"C4"
"Zm00001eb323140",5,"C5"
"Zm00001eb330600",7,"C6"
"Zm00001eb322900",2,"C2"
"Zm00001eb321960",6,"C1"
"Zm00001eb303610",3,"C4"
"Zm00001eb306580",2,"C2"
"Zm00001eb326030",3,"C4"
"Zm00001eb304160",6,"C1"
"Zm00001eb329030",2,"C2"
"Zm00001eb310390",2,"C2"
"Zm00001eb314300",1,"C7"
"Zm00001eb305840",2,"C2"
"Zm00001eb321830",3,"C4"
"Zm00001eb302210",2,"C2"
"Zm00001eb318620",6,"C1"
"Zm00001eb326920",2,"C2"
"Zm00001eb299960",2,"C2"
"Zm00001eb311420",5,"C5"
"Zm00001eb303990",2,"C2"
"Zm00001eb321770",3,"C4"
"Zm00001eb322660",6,"C1"
"Zm00001eb317860",6,"C1"
"Zm00001eb316390",3,"C4"
"Zm00001eb316950",3,"C4"
"Zm00001eb319000",5,"C5"
"Zm00001eb300250",7,"C6"
"Zm00001eb320330",5,"C5"
"Zm00001eb306610",1,"C7"
"Zm00001eb318770",2,"C2"
"Zm00001eb320580",5,"C5"
"Zm00001eb323920",5,"C5"
"Zm00001eb301250",3,"C4"
"Zm00001eb331590",2,"C2"
"Zm00001eb322430",3,"C4"
"Zm00001eb329860",2,"C2"
"Zm00001eb300900",6,"C1"
"Zm00001eb309080",2,"C2"
"Zm00001eb308380",2,"C2"
"Zm00001eb298020",6,"C1"
"Zm00001eb325480",5,"C5"
"Zm00001eb310570",2,"C2"
"Zm00001eb326960",7,"C6"
"Zm00001eb327790",2,"C2"
"Zm00001eb300740",3,"C4"
"Zm00001eb327950",2,"C2"
"Zm00001eb316290",1,"C7"
"Zm00001eb312040",5,"C5"
"Zm00001eb331390",5,"C5"
"Zm00001eb332010",2,"C2"
"Zm00001eb298080",6,"C1"
"Zm00001eb327640",3,"C4"
"Zm00001eb302330",3,"C4"
"Zm00001eb325060",6,"C1"
"Zm00001eb309600",3,"C4"
"Zm00001eb312530",3,"C4"
"Zm00001eb314490",1,"C7"
"Zm00001eb308430",3,"C4"
"Zm00001eb331970",6,"C1"
"Zm00001eb320650",5,"C5"
"Zm00001eb314020",3,"C4"
"Zm00001eb329270",5,"C5"
"Zm00001eb314060",1,"C7"
"Zm00001eb318350",7,"C6"
"Zm00001eb328350",7,"C6"
"Zm00001eb301520",5,"C5"
"Zm00001eb303710",3,"C4"
"Zm00001eb323520",2,"C2"
"Zm00001eb325000",3,"C4"
"Zm00001eb331470",6,"C1"
"Zm00001eb315470",2,"C2"
"Zm00001eb311800",2,"C2"
"Zm00001eb331340",2,"C2"
"Zm00001eb321180",6,"C1"
"Zm00001eb322530",3,"C4"
"Zm00001eb300690",6,"C1"
"Zm00001eb327290",2,"C2"
"Zm00001eb321060",2,"C2"
